classes	BT549 || Claudin	HBL100 || Claudin	HS578T || Claudin	MDAMB157 || Claudin	MDAMB231 || Claudin	MDAMB435 || Claudin	MDAMB436 || Claudin	SUM159PT || Claudin	SUM1315 || Claudin	600MPE || Others	AU565 || Others	BT20 || Others	BT474 || Others	BT483 || Others	CAMA1 || Others	DU4475 || Others	HCC38 || Others	HCC70 || Others	HCC202 || Others	HCC1007 || Others	HCC1008 || Others	HCC1143 || Others	HCC1187 || Others	HCC1428 || Others	HCC1500 || Others	HCC1569 || Others	HCC1599 || Others	HCC1937 || Others	HCC1954 || Others	HCC2157 || Others	HCC2185 || Others	HCC3153 || Others	LY2 || Others	MCF7 || Others	MDAMB134 || Others	MDAMB175 || Others	MDAMB361 || Others	MDAMB415 || Others	MDAMB453 || Others	MDAMB468 || Others	SKBR3 || Others	SUM44PE || Others	SUM52PE || Others	SUM149PT || Others	SUM185PE || Others	SUM190PT || Others	SUM225CWN || Others	T47D || Others	UACC812 || Others	ZR751 || Others	ZR7530 || Others	ZR75B || Others
Group	Claudin	Claudin	Claudin	Claudin	Claudin	Claudin	Claudin	Claudin	Claudin	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others
23593	-1.989	-2.992	-1.277	-1.488	-0.469	-3.932	-0.437	-2.017	-0.643	0.799	1.564	0.636	-1.182	-0.192	-0.6	-1.643	-0.168	0.945	-1.106	1.456	2.191	-0.165	-1.667	-0.542	-0.474	0.327	2.391	0.965	0.89	-0.638	0.918	1.487	-1.605	-1.344	1.62	1.273	1.197	0.94	-0.258	0.304	0.654	1.231	1.462	-0.866	0.024	-0.356	0.778	-1.354	1.293	0.161	1.876	1.043
1601	3.119	3.24	3.081	2.329	2.173	1.908	2.903	1.38	3.473	0.086	1.127	0.291	-1.068	-0.936	-0.783	-0.188	0.344	0.374	0.008	4.266	-0.63	0.801	-0.312	6.032	-0.287	-0.182	-0.303	-1.061	-0.726	-0.65	-0.568	-0.21	-0.495	-0.08	-0.319	0.621	-1.135	1.034	-0.911	-0.404	0.123	-0.018	1.594	-0.122	-0.313	-0.888	0.951	-0.21	-0.494	0.262	1.143	-1.133
55847	0.62	1.431	0.771	0.756	2.385	0.591	1.491	0.366	-0.598	-2.096	0.71	-0.683	-2.428	-1.002	-1.391	0.108	0.603	-0.149	-2.378	-1.286	0.518	-1.101	-0.727	0.456	0.669	-0.266	0.803	-1.83	0.281	0.232	-0.661	-0.113	-2.139	-0.877	0.471	-1.666	-0.7	1.503	0.247	0.382	0.168	-0.068	-1.647	0.058	-0.241	-0.145	-1.146	0.73	-0.679	-2.221	-1.018	-0.104
22840	0.436	1.494	2.19	1.203	2.655	0.853	1.816	1.61	2.358	-0.784	-0.375	-0.394	-0.308	0.051	-0.15	0.514	0.258	-0.881	-0.373	-0.822	-0.393	-0.282	-0.441	-0.046	0.36	0.089	-0.928	-0.394	0.162	-0.031	-0.152	0.993	0.118	0.192	-0.227	-0.763	0.072	-0.417	-0.438	-0.408	-0.084	0.861	0.056	1.032	-0.236	-0.023	-0.696	-0.441	5.444	-0.396	-0.127	-0.171
6591	7.221	-0.033	6.333	7.265	0.31	5.034	0.898	5.932	8.899	-0.404	-0.575	3.819	-0.379	-0.691	-0.267	-0.044	2.915	3.311	-0.22	-0.582	1.55	0.34	-0.587	-0.49	6.15	9.921	0.959	1.384	3.639	-0.356	-0.552	-0.094	-0.634	0.326	-0.338	-0.254	-0.433	-0.808	-0.84	-0.594	0.096	-0.381	-0.489	0.332	0.13	0.433	-0.519	-0.403	-0.59	0.23	-0.601	-0.313
7265	0.431	1.247	0.812	1.429	1.049	-0.279	0.99	0.442	0.596	-0.616	-0.213	0.294	-1.103	-0.274	0.884	-0.159	-0.727	-0.775	-1.089	-0.517	-0.079	-0.333	-1.088	-0.968	0.6	-0.498	-0.329	1.565	-0.236	-0.252	-1.196	-0.996	0.545	-0.056	0.114	-1.003	-0.192	0.384	-0.559	0.588	-0.351	0.486	0.067	-0.21	-0.037	0.577	0.649	1.595	-0.375	0.174	0.353	-0.247
27075	-6.381	-5.643	-6.54	-3.571	-6.626	-4.18	-7.018	-5.938	-1.531	0.198	0.834	-2.429	1.373	2.073	-0.124	-3.21	-4.85	0.78	0.918	1.228	-3.23	-3.181	-2.973	0.607	-0.213	-5.227	-2.233	-0.098	-0.73	-2.504	1.77	-2.304	-0.807	-0.329	-0.025	1.009	0.861	1.454	0.258	0.06	0.593	1.234	2.904	-4.914	2.277	0.61	0.601	1.258	0.819	0.893	1.619	1.52
2200	3.074	3.095	5.368	1.811	1.599	-0.047	2.494	2.11	4.211	-0.04	-0.291	-0.184	-0.106	-0.307	-0.272	0.256	2.44	0.527	-0.318	0.055	1.505	-0.095	0.011	-0.477	-0.13	-0.213	2.489	-0.248	-0.31	-0.088	-0.316	0.046	0.296	-0.497	0.225	-0.04	-0.066	0.226	-0.197	-0.641	0.294	-0.349	-0.481	-0.062	0.055	-0.216	-0.267	-0.445	-0.383	-0.105	-0.248	-0.326
5867	-1.085	-3.492	-2.969	-0.489	-1.674	-4.296	-0.061	-0.911	0.029	2.106	-0.191	-1.815	-1.752	0.444	-0.747	0.558	-2.279	0.154	-0.066	-1.215	1.974	-0.976	-1.337	0.092	1.999	1.065	1.679	0.698	-0.668	0.903	-0.094	2.059	-1.695	-0.115	-0.847	1.003	-0.758	0.394	2.176	0.191	-2.193	1.882	2.095	-2.464	-0.256	-1.903	1.407	-0.602	0.119	2.92	-0.815	0.755
8933	2.29	0.162	1.041	0.749	0.048	1.567	0.179	0.549	1.057	-0.868	-1.265	-0.061	-1.839	-0.248	-0.809	-2.465	1.182	0.441	-0.318	2.095	-1.003	-0.017	-0.025	0.312	-1.159	0.432	-0.665	-0.165	0.337	-1.381	1.105	1.448	-0.136	0.397	-0.28	-1.436	-0.781	0.235	0.258	0.092	-1.298	-0.237	-1.108	0.666	-0.046	0.165	-0.349	-1.262	0.431	-1.745	-0.098	-1.466
26018	-2.544	-1.063	-1.179	-2.145	-2.344	-0.351	0.584	-2.596	-0.328	5.181	0.976	-0.709	2.17	2.685	0.155	-0.008	-1.041	-0.846	-0.329	2.941	1.059	-2.013	0.014	2.475	-1.164	-1.664	0.143	0.486	-1.965	-0.9	-0.235	-0.663	-0.758	-1.151	1.611	3.727	4.422	-0.934	5.22	2.151	-0.997	4.437	-1.08	0.454	0.147	1.18	4.075	2.8	1.77	2.43	1.197	1.988
6617	1.153	1.456	1.394	0.324	6.154	1.089	1.239	5.841	1.288	-0.552	-1.256	0.436	-2.175	1.422	-0.877	-1.081	2.346	-0.394	-0.977	-1.021	0.14	-0.369	-0.999	-1.248	-0.042	-0.551	0.522	-0.094	3.53	-0.493	1.337	0.571	1.885	-0.659	-1.329	-0.673	-1.06	-0.804	-0.144	1.773	-0.458	-0.192	-0.718	3.102	-1.274	1.987	0.211	-0.962	-0.096	0.174	-0.953	-0.862
1984	1.094	1.354	2.041	1.053	0.91	1.702	1.046	0.254	0.511	-1.599	0.526	1.974	-1.865	-0.53	0.089	-1.089	-1.044	0.477	0.863	-2.191	-3.155	-1.579	-2.633	0.244	0.097	0.937	-2.842	-1.94	0.67	0.502	0.374	1.098	-2.242	-2.432	-2.011	-1.805	-0.716	-0.287	-0.457	0.234	0.395	-1.708	1.134	1.5	-1.46	-0.316	-3.353	-2.137	-2.863	-1.743	-2.417	-1.367
10589	1.657	1.944	2.131	1.079	0.72	1.056	0.147	1.372	1.617	-2.124	-1.394	0.102	-0.059	-1.208	2.021	-1.917	1.165	-0.496	0.607	-0.489	-0.997	-0.35	0.919	1.113	0.727	-0.449	-1.788	0.137	1.041	0.386	-0.399	-1.441	-0.042	-1.078	-0.658	-0.316	-1.42	-0.8	-0.651	0.8	-1.699	-2.141	-0.762	1.86	-1.384	0.123	-0.58	0.221	-0.932	-1.072	-0.523	0.153
7739	-2.928	-0.657	-2.629	-3.301	0.125	-1.786	-1.119	-1.877	-2	-0.173	0.259	1.194	-0.12	0.686	0.372	-2.544	-0.785	0.79	0.014	0.914	-1.26	-0.999	-0.008	3.172	-0.303	-0.341	-1.166	1.233	1.382	-2.779	2.061	1.388	0.322	0.583	0.072	-0.09	-0.119	2.014	-2.67	1.784	-0.229	1.295	-2.787	0.15	-0.452	0.82	0.477	-0.097	0.122	-1.383	-1.091	-1.519
55788	-0.976	-2.089	-1.088	-0.394	-2.03	0.784	-0.984	-1.706	-0.791	1.704	0.341	-1.918	-0.116	-0.695	-0.954	-0.187	1.075	0.019	-1.078	1.172	0.812	0.233	0.49	-1.662	-0.022	-0.403	0.671	0.045	-0.24	-0.088	0.575	0.309	-1.837	-1.236	0.505	-0.155	1.838	1.261	0.96	0.447	-0.194	1.87	0.502	-1.095	1.178	-0.412	1.167	-0.095	1.985	1.624	-0.304	-0.297
80194	-2.073	-0.02	-2.348	-1.098	-3.315	-1.465	-2.001	-2.637	-1.809	0.813	0.211	-0.873	0.596	0.591	0.374	0.238	-0.919	-0.813	1.261	0.394	1.592	-0.949	-0.793	-0.273	-0.713	-0.614	-0.263	0.052	-2.016	-1.557	0.036	-0.622	1.411	-0.074	3.203	2.143	-0.123	-0.115	2.188	0.191	-1.249	2.463	0.811	0.27	-1.651	-0.05	1.059	1.658	0.878	3.547	1.56	1.969
22826	1.307	1.415	0.877	1.09	0.065	0.588	1.54	0.974	1.425	-1.804	-0.857	0.296	-1.604	-1.703	0.185	-0.725	-0.4	0.494	-0.761	0.501	-1.32	-0.282	-0.348	-0.878	-0.066	0.508	-0.931	0.138	0.549	-0.452	-0.223	-0.372	0.408	-0.125	0.031	-0.834	-0.643	-0.055	0.094	-0.368	-0.345	-1.174	-0.001	1.134	-0.117	0.631	-0.159	-0.057	-1.538	-0.43	-1.122	-0.525
56034	3.692	2.291	1.214	1.624	5.251	-4.048	0.982	2.914	4.171	-1.241	-2.729	0.349	-1.671	-3.656	-4.067	1.833	-0.96	1.413	0.891	1.393	0.116	2.329	2.991	-4.784	1.283	-2.785	1.109	-1.694	3.252	-1.623	0.695	-1.153	-4.123	-5.605	-3.825	-2.56	0.603	-1.572	-0.815	3.893	-3.002	-0.652	-1.934	0.173	-3.418	0.525	3.561	-0.753	-2.967	-1.316	-3.379	-0.336
54939	1.399	2.411	-0.092	0.347	0.719	1.096	0.31	0.564	1.338	0.537	-0.488	1.169	-1.459	-0.562	-0.363	-0.429	0.01	0.681	-0.288	0.324	-0.536	-0.772	-0.351	-0.985	-1.14	1.006	-0.246	0.102	-0.479	-1.693	-1.407	0.82	-0.855	-0.026	1.365	1.048	0.23	0.073	-1.261	-0.19	-0.633	0.116	-1	0.194	-1.228	-0.002	-0.457	0.827	-0.428	-0.102	-0.027	-0.147
4072	-8.801	-9.132	-8.251	-8.741	-7.06	-8.102	-7.995	-8.229	-8.472	0.313	-0.337	-0.103	0.23	0.135	-0.525	1.05	-3.132	-0.524	-0.54	0.912	1.428	1.124	-1.422	-1.031	0.868	-1.586	1.897	-0.093	-0.007	0.5	-0.129	-0.169	1.099	0.559	1.133	-0.63	1.403	0.069	0.55	1.119	-0.473	2.538	1.032	1.102	1.749	0.92	-0.185	-1.09	-0.098	0.811	-0.601	1.164
987	-2.027	-2.166	-1.512	-1.469	-1.248	-2.479	-1.024	-1.601	-1.865	0.497	0.982	0.98	0.724	2.726	1.795	0.098	-0.768	0.084	-0.164	-0.624	0.189	-1.504	-0.199	0.101	-0.609	-1.685	-0.122	1.329	-1.807	-0.96	-0.659	-2.501	-0.701	-0.696	1.511	2.307	1.927	0.984	1.412	-1.579	0.16	0.215	0.929	-0.804	-0.086	0.491	0.495	0.209	1.6	2.176	1.477	1.201
25870	7.478	4.838	9.072	7.363	2.631	10.188	8.786	-0.21	1.347	-1.418	-0.95	5.716	0.036	-1.143	-1.073	-0.379	5.728	-0.725	-0.35	-0.915	5.684	3.105	1.901	-1.583	4.684	6.48	4.015	-1.258	4.427	5.576	-1.219	3.834	-0.43	-0.67	-1.028	-1.873	3.601	0.369	-1.177	0.687	-0.664	-0.261	-0.4	3.84	-0.11	2.809	-0.854	-1.97	-1.058	-1.068	-0.327	-0.574
10469	0.768	-0.373	0.385	0.747	0.948	1.472	0.149	0.698	1.137	-0.466	0.093	0.179	-0.52	-1.392	0.72	-1.062	-0.898	-0.592	-0.61	-1.405	-0.072	-0.779	0.314	-1.038	1.09	0.476	0.661	-0.015	-0.456	0.514	-1.133	-0.113	-0.841	-1.113	-0.442	-1.013	-0.869	-0.626	0.395	-0.194	-0.692	-0.869	0.064	0.392	0.034	0.543	0.15	-0.593	-0.942	-0.814	-1.281	0.05
4314	1.698	0.164	0.701	-0.057	0.091	0.17	-0.114	0.742	-0.066	0.062	-0.231	0.077	0.289	-0.337	-0.197	-0.009	-0.106	-0.271	0.032	0.127	-0.398	-0.085	-0.306	-0.159	-0.309	-0.061	-0.276	-0.613	0.151	-0.151	-0.251	0.252	0.114	-0.493	-0.37	-0.06	-0.38	-0.475	-0.006	-0.27	-0.054	0.125	-0.231	-0.23	-0.189	-0.068	-0.457	0.127	-0.01	0.456	0.063	0.122
55384	0.04	1.029	0.177	0.269	0.055	0.268	0.029	0.621	-0.047	-0.036	-0.287	-0.223	-0.292	-0.103	0.008	-0.026	-0.302	-0.348	0.166	0.001	-0.347	0.128	-0.26	-0.07	-0.312	-0.275	-0.31	-0.105	0.191	0.035	-0.189	-0.107	0.225	-0.344	-0.028	0.034	-0.27	-0.169	0.149	-0.415	-0.08	-0.063	0.09	-0.08	-0.165	-0.353	-0.348	0.219	-0.321	0.189	-0.206	-0.161
2119	-0.105	0.106	0.821	0.831	1.526	2.986	0.479	1.096	0.657	0.185	-0.663	1.063	-0.34	-0.45	-1.316	0.433	0.624	-1.071	-0.047	-0.694	-0.677	0.339	-0.778	-0.952	0.466	0.302	-1.161	-0.539	1.065	-0.178	-0.592	-0.564	0.179	-0.877	-0.468	0.578	-0.418	-0.123	-0.131	0.041	-0.739	-0.344	0.838	0.673	0.245	0.079	-0.091	-0.619	-0.442	-0.704	-0.298	-1.17
51430	-1.242	-1.081	-2.376	-1.486	0.289	-1.558	-1.598	-2.444	-2.058	0.024	0.637	-0.036	0.772	2.513	-0.363	-0.782	-0.98	0.307	-2.486	0.28	2.169	-0.672	0.348	0.099	-1.343	-1.071	0.253	0.593	-1.903	0.295	-0.18	-2.009	-0.533	0.775	2.765	-0.113	-0.067	-0.647	-0.586	0.63	-0.542	0.47	2.497	-2.222	1.88	-0.622	0.764	-1.241	1.036	1.424	1.51	1.248
55765	-2.519	-3.834	-2.713	-3.65	-1.973	-3.333	-2.985	-3.635	-2.62	4.439	2.638	-0.138	-2.298	-2.42	-2.903	-0.72	-2.422	1.711	1.1	0.313	-0.132	-0.825	2.51	-1.375	1.087	2.202	0.595	1.991	0.137	-3.879	2.736	0.705	-3.734	-3.225	-3.134	3.126	-0.578	0.835	-1.245	0.781	0.263	-3.03	2.989	1.941	0.417	2.555	-1.122	-0.531	-0.039	1.519	-0.048	0.098
54530	-1.401	-1.881	-2.178	-1.133	-0.425	-2.148	-1.426	-1.641	-2.676	0.119	1.156	-0.526	0.754	1.846	-1.692	0.632	-0.466	3.547	-0.239	2.397	3.352	-0.483	0.761	1.231	1.26	-1.399	2.67	-0.942	-0.293	1.004	2.293	-0.471	-1.877	-0.914	-0.94	0.037	0.581	0.059	5.732	2.868	-0.345	1.771	0.267	-1.821	1.271	-0.231	2.384	-3.777	2.749	3.002	2.172	8.363
79228	1.41	0.582	0.082	1.245	1.024	1.385	2.153	-0.144	1.37	-0.298	0.328	-1.304	0.499	0.296	1.362	-2.074	-2.32	0.669	0.301	0.156	-0.829	-1.412	-0.907	0.095	0.889	0.109	-0.579	-0.594	-1.417	-0.989	0.424	-0.856	-0.667	-0.117	0.341	0.004	1.824	0.572	1.435	-0.392	-0.599	-0.036	-0.909	0.597	-0.786	-0.549	-0.379	0.173	-0.487	-0.833	-1.026	-0.18
79642	2.086	0.475	0.881	0.237	1.511	0.337	0.082	1.534	0.416	-0.033	-0.646	-0.626	0.206	-0.527	-0.37	-0.232	0.119	-0.02	-0.088	-0.336	-0.333	1.079	-1.082	-0.291	0.33	0.706	-0.209	-0.277	0.075	-0.559	-0.48	-0.138	0.274	-0.393	-0.542	0.139	2.009	0.442	-0.471	-0.079	-0.034	-0.029	-0.513	-0.175	-0.435	0.269	0.7	-0.183	-0.331	-0.216	0.011	-1.082
2179	-2.161	-1.987	-1.75	-1.391	-1.387	-0.126	-0.602	0.972	-1.679	-0.678	0.971	-0.286	4.019	-2.039	1.178	0.005	0.767	2.589	0.865	-0.408	2.07	1.773	-1.133	-0.306	-1.371	2.28	2.082	1.725	-0.687	4.315	-0.017	-1.136	-2.315	-0.944	-0.238	-0.139	0.043	0.767	1.838	0.689	0.137	1.231	3.041	1.155	-0.484	2.686	3.403	-0.087	1.483	-1.059	4.548	-1.83
79649	0.886	-0.031	0.84	-0.052	2.471	0.778	0.617	-0.043	-0.264	-0.457	-0.096	1.116	-0.51	-0.294	-1.016	0.094	0.248	-0.231	-0.423	-0.662	-0.122	0.053	0.275	-0.227	-0.323	0.369	-0.082	0.104	0.464	0.372	-0.731	0.249	0.114	0.073	-0.514	-0.519	-0.823	-0.545	-0.332	0.25	-0.725	-0.4	-0.582	0.456	-0.387	-0.385	-0.813	-0.191	0.181	-0.294	-0.379	0.151
10126	-1.193	0.094	-0.734	-0.938	-0.624	0.361	-0.345	-1.472	-0.823	-0.358	-0.519	-0.56	-0.126	0.918	0.193	-0.322	-0.1	0.552	1.491	1.207	0.779	1.147	-0.284	0.193	-0.13	0.578	-0.151	-0.141	-0.454	0.015	-0.265	-0.08	-0.643	-0.547	1.88	0.81	0.605	0.253	0.786	0.455	-0.922	0.828	0.435	-0.793	0.784	0.81	1.477	-0.304	0.435	0.432	0.267	-0.182
6646	1.111	-0.398	0.592	2.751	2.302	0.924	2.21	0.665	0.642	-1.663	-0.191	-0.182	-1.184	-1.623	-2.308	-0.22	-0.002	1.235	-0.411	0.322	0.908	-1.077	0.135	-1.408	2.483	1.532	0.898	0.107	0.168	1.204	-0.055	0.013	-0.57	-1.236	-0.535	-0.729	-0.001	0.508	-0.852	0.685	-1.339	-0.352	-1.241	-0.125	-1.068	-0.485	0.03	-0.784	-0.768	-1.805	-1.356	-1.182
10205	-0.979	-0.544	-0.611	-1.044	-0.698	-0.465	-0.861	-0.971	-0.763	-0.144	0.896	0.289	-0.049	-0.677	-1.165	-0.115	0.067	1.202	-0.396	0.682	1.362	0.774	-0.139	-0.085	2.698	0.556	1.551	2.148	0.446	2.383	2.098	0.935	1.555	0.758	-0.723	2.43	-0.251	-0.202	-0.293	-0.067	0.906	-0.267	-0.32	0.457	-0.739	0.181	0.729	0.098	1.84	-0.717	-0.217	-0.513
290	7.46	1.74	3.35	5.383	-0.666	-0.193	6.47	8.297	9.903	0.671	0.432	-0.424	0.129	-0.484	-0.048	-0.055	3.505	-0.649	0.343	-0.38	-0.501	-0.333	0.408	-0.245	-0.581	-0.18	-0.29	2.484	-0.061	-0.465	-0.076	-0.311	-0.205	0.181	-0.19	-0.499	-0.558	0.872	-0.363	3.382	0.71	0.046	-0.093	6.023	-0.953	4.521	-0.376	-0.351	1.847	-0.158	-0.127	-0.558
1159	-4.348	-4.064	-3.838	-4.771	-4.895	-4.05	-3.444	-4.883	-4.207	0.974	2.653	0.379	-1.093	-0.203	2.306	-1.398	-4.43	1.109	0.373	-4.278	0.947	-2.179	-1.306	-2.236	-2.536	0.258	1.853	-2.083	-3.721	1.871	0.031	0.818	-2.1	-4.255	0.61	1.304	0.017	1.033	3.707	-1.666	1.296	1.274	1.617	-0.242	-0.982	0.26	0.472	1.815	-2.064	1.365	-1.091	1.949
1514	3.693	0.033	1.446	2.32	0.021	-1.81	4.831	-0.068	5.045	0.839	0.539	-0.22	-1.772	-0.798	-0.022	-0.46	0.458	0.554	-3.216	1.102	-0.134	-0.703	-1.475	-2.586	-0.096	-1.035	-0.675	-0.01	1.792	-0.573	-2.048	-0.774	-0.111	0.268	0.946	-1.418	0.758	0.193	-3.447	-2.077	0.31	-0.081	0.417	0.076	-0.695	-0.268	-1.415	-2.728	0.63	-2.268	-0.893	-2.103
1647	0.422	2.924	4.141	0.705	-0.412	-0.378	3.077	3.853	2.157	-3.001	-1.609	1.507	0.952	-3.282	-4.259	1.063	-1.273	1.644	-0.305	0.059	0.151	0.056	-0.476	-2.375	1.03	-0.74	-1.513	2.425	0.654	-1.358	-3.583	1.814	-4.046	-2.415	1.414	-3.658	-0.472	-0.862	-1.261	4.783	-2.792	1.436	0.299	0.705	-2.899	1.155	0.495	-3.603	-0.212	-0.993	-1.602	-2.729
22939	4.642	4.038	5.02	3.61	5.158	1.65	2.044	4.491	4.435	-1.175	-1.456	4.089	-1.002	-1.658	-2.024	-0.765	3.256	0.564	-0.1	-1.394	-0.498	2.654	-0.942	-1.959	2.908	0.38	-0.046	2.468	1.444	0.446	-0.274	-0.082	-1.522	-0.987	-2.611	-1.228	-1.049	0.998	-0.938	0.983	-2.203	-1.356	-0.363	2.611	-2.385	0.997	-0.62	0.054	-1.046	-2.443	-0.603	-1.673
3589	-0.146	0.612	2.115	3.79	1.711	0.3	0.013	-0.219	0.029	-0.122	0.024	-0.154	0.157	-0.233	-0.127	0.307	1.819	-0.372	0.387	0.15	-0.515	0.148	0.074	0.202	-0.264	-0.103	-0.29	-0.025	-0.067	-0.138	-0.133	-0.43	0.568	0.132	-0.153	-0.235	-0.119	0.15	-0.025	-0.535	0.481	-0.104	0.083	0.583	-0.157	-0.125	-0.448	-0.233	-0.435	-0.057	-0.177	-0.387
8601	1.329	0.786	3.304	1.92	1.083	0.76	-0.359	-0.481	3.312	-0.311	-0.561	0.018	-1.271	-0.979	-0.574	0.152	0.49	-0.451	-0.221	-0.334	0.443	1.036	0.297	-0.992	1.131	0.168	2.386	0.193	3.95	0.844	-0.656	1.499	-0.657	-0.817	-0.518	-0.175	-0.178	-0.119	-0.946	-0.19	-0.021	0.208	-0.242	0.465	-0.815	-0.231	-0.442	-0.648	-0.44	-0.329	-0.014	0.133
1040	-1.769	-1.381	-1.22	-1.598	-1.644	-1.372	-0.766	-1.245	-1.451	0.251	1.317	0.362	-0.557	0.171	0.259	-0.849	-0.85	-0.232	-0.056	-0.545	-0.733	-0.735	-0.315	-0.553	-0.094	-0.429	-0.176	-0.084	0.67	0.124	0.293	-0.292	0.144	-0.138	0.327	0.365	0.592	0.259	0.192	0.059	0.601	0.652	0.262	-0.322	2.44	0.851	-0.036	-0.183	-0.101	0.107	0.901	0.624
2182	2.951	0.968	1.35	1.827	3.895	1.356	3.312	1.436	0.592	-0.431	-0.737	3.055	-0.826	-0.557	-0.952	3.954	1.593	2.228	-0.713	-0.664	-0.18	-0.068	-0.535	-0.713	-0.113	-0.048	-0.012	-0.494	2.064	1.973	-0.693	0.725	-0.365	-0.827	-0.401	-0.3	-0.512	0.417	-0.721	1.368	-0.237	-0.708	-0.654	0.738	-0.013	0.35	-0.264	-0.637	-0.311	-0.717	-0.703	0.289
55701	2.339	1.824	0.665	2.362	-0.045	0.749	1.888	-0.103	2.592	0.163	-1.196	-0.019	-0.449	-0.612	-0.54	0.713	0.633	-0.123	-0.024	-0.108	0.132	0.839	1.33	0.231	-0.119	0.247	0.011	-0.625	0.911	0.6	-0.379	-0.479	-0.521	-0.361	0.329	1.007	-0.356	-0.676	-0.61	-0.45	-0.765	0.219	0.224	-0.208	-0.561	-0.285	-0.799	-0.229	0.445	-0.333	-0.267	-0.056
23263	-0.943	-1.057	-1.044	-0.991	-1.236	-1.322	-0.843	-1.071	-1.006	2.599	1.145	-0.412	3.042	1.801	-0.506	0.176	-1.132	-1.234	1.202	1.114	0.446	-0.02	1.993	0.469	-1.115	-0.118	0.696	-0.349	-1.181	-0.457	0.702	-0.125	-0.207	-0.065	0.563	2.089	0.927	0.795	-0.837	0.999	0.452	0.152	-0.914	-1.251	1.751	-0.967	1.66	0.024	0.185	-0.271	0.355	0.65
83481	-1.67	-2.091	-1.609	-1.783	-1.584	-1.354	-1.712	-0.425	-0.844	-0.011	1.449	0.954	-0.18	-0.044	0.605	-1.24	-1.467	-0.921	-0.016	0.464	0.436	0.578	0.347	-0.963	0.421	-0.394	1.515	-0.232	-1.605	0.518	-0.062	2.772	-0.247	0.849	-1.205	-0.115	0.695	-0.649	-0.115	-0.317	0.308	0.551	-0.7	-0.814	0.651	0.416	1.175	0.676	0.967	0.309	-0.774	1.072
3945	1.172	0.112	1.074	0.085	2.324	1.858	1.875	1.914	0.919	-9.661	-1.719	-10.154	-4.958	-5.166	-11.49	-7.107	1.197	-2.464	-5.793	1.172	-0.095	-0.262	1.873	-1.916	1.691	2.008	0.03	1.017	-10.912	0.983	1.318	0.626	-11.062	-11.054	-9.611	1.31	0.442	-1.081	-11.63	-5.298	0.094	-8.866	-0.074	2.377	-9.075	1.419	-5.199	-10.283	-3.249	-10.972	-9.848	-12.049
6474	1.907	0.561	1.729	2.282	0.773	2.052	-0.138	0.626	1.372	-0.115	-0.546	2.681	-0.045	-0.664	-0.225	1.063	0.745	-0.424	0.26	-0.208	-0.419	0.122	-0.547	0.231	-0.419	0.082	-0.407	0.207	-0.089	0.035	-0.251	0.272	0.055	-0.065	-0.025	-0.157	-0.218	-0.173	-0.141	-0.319	-0.048	-0.21	1.976	0.162	-0.368	-0.066	-0.395	-0.036	-0.271	-0.236	-0.292	-0.529
10007	1.251	0.609	-0.756	1.696	0.035	0.9	1.85	0.76	1.364	-0.652	0.519	-0.46	-1.568	0.326	0.669	-0.996	0.556	-0.644	-0.051	0.491	0.467	-0.757	-0.309	-1.202	0.938	1.102	-0.205	1.107	-0.347	0.311	-1.177	-1.429	-1.05	-0.773	-0.162	-1.073	0.008	-0.721	-0.336	-0.827	-0.036	-1.019	-0.536	-0.364	1.145	-0.145	-0.7	-0.112	0.134	-1.402	0.663	0.874
79772	-0.188	0.201	0.264	0.513	2.02	1.777	0.537	0.637	3.656	0.282	-0.309	-0.291	-0.332	-0.246	-0.088	0.079	0.365	-0.352	0.026	-0.187	-0.191	0.245	-0.139	-0.254	1.585	-0.024	-0.425	-0.629	0.339	-0.486	-0.168	0.19	-0.409	-0.339	-0.245	-0.354	-0.42	0.309	-0.119	-0.685	-0.436	0.137	0.01	0.62	-0.021	0.092	-0.462	0.374	-0.648	-0.227	0.718	-0.303
10184	2.792	1.09	0.927	0.594	-0.593	1.13	1.819	0.149	-0.002	0.201	-0.546	-0.494	-1.41	-0.95	-0.016	0.471	0.893	0.103	-0.823	0.036	0.146	-0.527	-0.877	0.057	-1.069	-0.281	-0.677	-0.603	-0.285	0.562	-0.772	-0.241	0.442	-0.147	0.554	0.27	-0.04	1.004	-1.016	-0.23	-0.542	-0.195	-0.372	-0.037	0.708	0.6	0.15	-0.181	-0.917	-1.113	0.476	-1.556
5869	-0.786	-0.146	-0.883	-0.153	-0.783	-0.938	-1.144	-2.22	-0.996	0.263	-0.044	-0.868	0.558	0.772	-0.092	-0.485	0.797	0.459	0.194	1.518	-0.163	-0.298	0.042	1.122	0.43	-1.397	-0.087	-0.11	-1.092	-0.933	0.504	-0.455	-1.427	0.529	0.269	1.08	0.59	1.166	0.053	-1.021	-0.877	0.856	0.847	-0.608	1.442	-0.341	0.807	1.118	0.665	-0.107	0.113	-0.332
